"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"638562",2397595423,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.41354,-91.160252,4,"Mississippi River Forest"
"65097",4162336832,"Gentianales","Gentianaceae","Sabatia","Sabatia calycina","","SPECIES","Sabatia calycina (Lam.) A.Heller","Sabatia calycina","","","Louisiana",30.464105,-91.120643,10,"Mississippi River Forest"
"66000",3902116922,"Gentianales","Gentianaceae","Sabatia","Sabatia calycina","","SPECIES","Sabatia calycina (Lam.) A.Heller","Sabatia calycina","","","Louisiana",30.412587,-91.110292,8,"Mississippi River Forest"
"662742",3456284934,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.38305,-91.219148,5,"Mississippi River Forest"
"66946",3859759784,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.409173,-91.176846,5,"Mississippi River Forest"
"67763",3773375013,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.409024,-91.169251,6,"Mississippi River Forest"
"69735",4080659315,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.416399,-91.115708,11,"Mississippi River Forest"
"70031",3859616607,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.40007,-91.12648,5,"Mississippi River Forest"
"70583",4076235096,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.51489,-91.712169,11,"Mississippi River Forest"
"71718",4080496391,"Gentianales","Apocynaceae","Vinca","Vinca minor","","SPECIES","Vinca minor L.","Vinca minor","","","Louisiana",30.411468,-91.17702,5,"Mississippi River Forest"
"728031",3044593699,"Gentianales","Rubiaceae","Edrastima","Edrastima uniflora","","SPECIES","Edrastima uniflora (L.) Raf.","Edrastima uniflora","","","Louisiana",30.399455,-92.074201,6,"Mississippi River Forest"
"74651",3097310294,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.4073,-91.170342,7,"Mississippi River Forest"
"76065",3859818844,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.409669,-91.178109,5,"Mississippi River Forest"
"77511",2429200389,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.388506,-91.212696,2,"Mississippi River Forest"
"778651",4137818459,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.528805,-91.393988,4,"Mississippi River Forest"
"78768",4103059163,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.410122,-91.17081,25,"Mississippi River Forest"
"822674",3307447470,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.384961,-91.077689,5,"Mississippi River Forest"
"825611",4096974493,"Gentianales","Apocynaceae","Asclepias","Asclepias perennis","","SPECIES","Asclepias perennis Walter","Asclepias perennis","","","Louisiana",30.408936,-91.107651,9,"Mississippi River Forest"
"83858",3355063567,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.399374,-92.073979,7,"Mississippi River Forest"
"87553",4121488332,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.399445,-91.153008,36,"Mississippi River Forest"
"877731",4091585398,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.456229,-91.064359,50,"Mississippi River Forest"
"891141",3079672968,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.415649,-91.171532,11,"Mississippi River Forest"
"96285",4103116113,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.444581,-91.453584,5,"Mississippi River Forest"
"99105",4080483428,"Gentianales","Gentianaceae","Sabatia","Sabatia calycina","","SPECIES","Sabatia calycina (Lam.) A.Heller","Sabatia calycina","","","Louisiana",30.412563,-91.110183,4,"Mississippi River Forest"
"1018711",2236887716,"Gentianales","Loganiaceae","Spigelia","Spigelia marilandica","","SPECIES","Spigelia marilandica (L.) L.","Spigelia marilandica","","","Louisiana",30.801803,-92.30378,17,"Mississippi River Forest"
"102109",1933600653,"Gentianales","Apocynaceae","Thyrsanthella","Thyrsanthella difformis","","SPECIES","Thyrsanthella difformis (Walter) Pichon","Thyrsanthella difformis","","","Louisiana",30.462854,-91.126184,8,"Mississippi River Forest"
"1031171",3873293442,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.415843,-91.116403,10,"Mississippi River Forest"
"104186",3415433849,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.409045,-91.171172,5,"Mississippi River Forest"
"105075",2826338271,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.409178,-91.530797,5,"Mississippi River Forest"
"105094",2283044322,"Gentianales","Apocynaceae","Vinca","Vinca major","","SPECIES","Vinca major L.","Vinca major","","","Louisiana",30.565784,-91.161396,5,"Mississippi River Forest"
"105643",2574087064,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Louisiana",30.801301,-91.384535,22,"Mississippi River Forest"
"106050",3067680162,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",31.015028,-91.642595,18,"Mississippi River Forest"
"106885",1838063787,"Gentianales","Loganiaceae","Spigelia","Spigelia marilandica","","SPECIES","Spigelia marilandica (L.) L.","Spigelia marilandica","","","Louisiana",30.801875,-92.304078,10,"Mississippi River Forest"
"1070241",3399174899,"Gentianales","Apocynaceae","Nerium","Nerium oleander","","SPECIES","Nerium oleander L.","Nerium oleander","","","Louisiana",30.385975,-91.164013,4,"Mississippi River Forest"
"1075211",4054813401,"Gentianales","Rubiaceae","Oldenlandia","Oldenlandia corymbosa","","SPECIES","Oldenlandia corymbosa L.","Oldenlandia corymbosa","","","Louisiana",30.412397,-91.177832,5,"Mississippi River Forest"
"108378",3416014160,"Gentianales","Apocynaceae","Nerium","Nerium oleander","","SPECIES","Nerium oleander L.","Nerium oleander","","","Louisiana",30.413567,-91.192427,29,"Mississippi River Forest"
"108663",3067738178,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.417437,-91.181167,4,"Mississippi River Forest"
"109118",2273276590,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.566128,-91.161969,5,"Mississippi River Forest"
"1101251",3902094774,"Gentianales","Gentianaceae","Sabatia","Sabatia calycina","","SPECIES","Sabatia calycina (Lam.) A.Heller","Sabatia calycina","","","Louisiana",30.412409,-91.110079,7,"Mississippi River Forest"
"110416",3344033556,"Gentianales","Apocynaceae","Nerium","Nerium oleander","","SPECIES","Nerium oleander L.","Nerium oleander","","","Louisiana",30.804186,-91.388188,8,"Mississippi River Forest"
"116732",3988665658,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.416847,-91.115988,4,"Mississippi River Forest"
"116745",3391634598,"Gentianales","Apocynaceae","Nerium","Nerium oleander","","SPECIES","Nerium oleander L.","Nerium oleander","","","Louisiana",30.411458,-91.176975,5,"Mississippi River Forest"
"117373",4116547430,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.529584,-91.170638,6,"Mississippi River Forest"
"118247",3079696302,"Gentianales","Rubiaceae","Hamelia","Hamelia patens","","SPECIES","Hamelia patens Jacq.","Hamelia patens","","","Louisiana",30.416795,-91.15795,5,"Mississippi River Forest"
"118961",3858229420,"Gentianales","Rubiaceae","Spermacoce","Spermacoce glabra","","SPECIES","Spermacoce glabra Michx.","Spermacoce glabra","","","Louisiana",30.400733,-91.128152,4,"Mississippi River Forest"
"1215171",3860029850,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.409672,-91.174713,5,"Mississippi River Forest"
"1223961",3384536555,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.40965,-91.17808,6,"Mississippi River Forest"
"122565",4039474563,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.402472,-91.132408,4,"Mississippi River Forest"
"1228921",4080597468,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.416605,-91.115661,4,"Mississippi River Forest"
"123234",3902382923,"Gentianales","Apocynaceae","Gonolobus","Gonolobus suberosus","","SPECIES","Gonolobus suberosus (L.) Schult.","Gonolobus suberosus","","","Louisiana",30.399003,-91.032203,4,"Mississippi River Forest"
"1274131",4096719587,"Gentianales","Loganiaceae","Spigelia","Spigelia marilandica","","SPECIES","Spigelia marilandica (L.) L.","Spigelia marilandica","","","Louisiana",30.420533,-91.159036,4,"Mississippi River Forest"
"1275211",1668822740,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.441414,-91.167435,10,"Mississippi River Forest"
"1280011",3314473595,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.384919,-91.077692,5,"Mississippi River Forest"
"128246",4400125572,"Gentianales","Apocynaceae","Thyrsanthella","Thyrsanthella difformis","","SPECIES","Thyrsanthella difformis (Walter) Pichon","Thyrsanthella difformis","","","Louisiana",30.463042,-91.117623,2,"Mississippi River Forest"
"128740",3889018703,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.612557,-92.183957,38,"Mississippi River Forest"
"129941",1291674392,"Gentianales","Apocynaceae","Asclepias","Asclepias verticillata","","SPECIES","Asclepias verticillata L.","Asclepias verticillata","","","Louisiana",30.426337,-91.038989,7,"Mississippi River Forest"
"130887",3325666983,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",31.150472,-92.479103,4,"Mississippi River Forest"
"137389",2619952585,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.44408,-91.173883,27,"Mississippi River Forest"
"142373",3860259696,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.408503,-91.536882,31,"Mississippi River Forest"
"144050",3961504571,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.454047,-91.185783,4,"Mississippi River Forest"
"144531",4080968443,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.416672,-91.116378,4,"Mississippi River Forest"
"145971",2422892788,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.408038,-91.169563,24,"Mississippi River Forest"
"1496503",4102900940,"Gentianales","Apocynaceae","Trachelospermum","Trachelospermum asiaticum","","SPECIES","Trachelospermum asiaticum (Siebold & Zucc.) Nakai","Trachelospermum asiaticum","","","Louisiana",30.414717,-91.179258,4,"Mississippi River Forest"
"150086",4062717175,"Gentianales","Apocynaceae","Amsonia","Amsonia tabernaemontana","","SPECIES","Amsonia tabernaemontana Walter","Amsonia tabernaemontana","","","Louisiana",30.393639,-91.320587,9,"Mississippi River Forest"
"157959",4096719777,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.403637,-92.00187,9,"Mississippi River Forest"
"164756",2579253273,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.407912,-91.091148,17,"Mississippi River Forest"
"164766",3802819346,"Gentianales","Loganiaceae","Spigelia","Spigelia marilandica","","SPECIES","Spigelia marilandica (L.) L.","Spigelia marilandica","","","Louisiana",30.801681,-92.303868,10,"Mississippi River Forest"
"165132",4102744074,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.390306,-91.209038,4,"Mississippi River Forest"
"1652382",3773393437,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.416904,-91.116435,8,"Mississippi River Forest"
"166302",4046625178,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.729755,-91.594308,35,"Mississippi River Forest"
"166484",3859800974,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.73012,-91.594413,5,"Mississippi River Forest"
"167310",3455174240,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.467959,-91.077199,5,"Mississippi River Forest"
"171305",3039128910,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Louisiana",31.172637,-92.330788,4,"Mississippi River Forest"
"1763871",3960972709,"Gentianales","Apocynaceae","Nerium","Nerium oleander","","SPECIES","Nerium oleander L.","Nerium oleander","","","Louisiana",30.393387,-91.087341,40,"Mississippi River Forest"
"177567",1315077937,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.422261,-91.169156,4,"Mississippi River Forest"
"178946",4400377767,"Gentianales","Apocynaceae","Gonolobus","Gonolobus suberosus","","SPECIES","Gonolobus suberosus (L.) Schult.","Gonolobus suberosus","","","Louisiana",30.462425,-91.128675,2,"Mississippi River Forest"
"180194",2422816106,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.484436,-91.128707,5,"Mississippi River Forest"
"181854",3902599133,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.405871,-91.103802,32,"Mississippi River Forest"
"183331",4103491376,"Gentianales","Rubiaceae","Mitchella","Mitchella repens","","SPECIES","Mitchella repens L.","Mitchella repens","","","Louisiana",30.935314,-91.499505,8,"Mississippi River Forest"
"185337",4096901592,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.415883,-91.116386,4,"Mississippi River Forest"
"186752",4145452862,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.416847,-91.115944,4,"Mississippi River Forest"
"191166",2851223778,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.414417,-91.162025,4,"Mississippi River Forest"
"1916491",4111767699,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.412227,-91.101179,4,"Mississippi River Forest"
